State,District,NAME
Jharkhand,LATEHAR,Latehar
Jharkhand,LOHARDAGA,Lohardaga
Jharkhand,MANBHUM,Manbhum
Jharkhand,PAKUR,Pakur
Jharkhand,PALAMAU,Palamu
Jharkhand,PALAMU,Palamu
Jharkhand,PASHCHIMI SINGHBHUM,Pashchim Singhbhum
Jharkhand,PURBI SINGHBHUM,Purba Singhbhum
Jharkhand,RAMGARH,Ramgarh
Jharkhand,RANCHI,Ranchi
Jharkhand,SAHEBGANJ,Sahibganj
Jharkhand,SAHIBGANJ,Sahibganj
Jharkhand,SANTHAL PARAGANA,Dumka
Jharkhand,SANTHAL PARAGANA / DUMKA,Dumka
Jharkhand,SARAIKELA,Saraikela Kharsawan
Jharkhand,SARAIKELA-KHARSAWAN,Saraikela Kharsawan
Jharkhand,SARAIKELA KHARSAWAN,Saraikela Kharsawan
Jharkhand,SIMDEGA,Simdega
Jharkhand,SINGBHUM WEST,Pashchim Singhbhum
Jharkhand,SINGHBHUM,Singhbhum
Jharkhand,SINGHNHUM EAST,Purba Singhbhum
Jharkhand,TOTAL,Total
Jharkhand,WEST / PASHCHIMI SINGHBHUM,Pashchim Singhbhum
Jharkhand,WEST SINGHBHUM,Pashchim Singhbhum
Karnataka,BAGALKOT,Bagalkot
Karnataka,BAGALKOTE,Bagalkot
Karnataka,BANGALORE,Bangalore
Karnataka,BANGALORE (R),Bangalore Rural
Karnataka,BANGALORE (RURAL),Bangalore Rural
Karnataka,BANGALORE (U),Bangalore Urban
Karnataka,BANGALORE RURAL,Bangalore Rural
Karnataka,BANGALORE URBAN,Bangalore Urban
Karnataka,BENGALURU URBAN,Bangalore Urban
Karnataka,BELGAUM,Belgaum
Karnataka,BELLARY,Bellary
Karnataka,BIDAR,Bidar
Karnataka,BIJAPUR,Bijapur
Karnataka,BIJAPUR & BAGALKOT,Bijapur
Karnataka,CHAMARAJA NAGARA,Chamrajnagar
Karnataka,CHAMARAJANAGAR,Chamrajnagar
Karnataka,CHAMRAJNAGAR,Chamrajnagar
Karnataka,CHECK,NA
Karnataka,CHICKABALLAPUR,Chikballapur
Karnataka,CHICKMAGALUR,Chikmagalur
Karnataka,CHICKMAGLUR,Chikmagalur
Karnataka,CHIKBALLAPUR,Chikballapur
Karnataka,CHIKKABALLAPURA,Chikballapur
Karnataka,CHIKKAMAGALORE,Chikmagalur
Karnataka,CHIKMAGALUR,Chikmagalur
Karnataka,CHITALDRUG,Chitradurga
Karnataka,CHITALDURG,Chitradurga
Karnataka,CHITRADURGA,Chitradurga
Karnataka,CHITRADURGA & DAVANGORE,Chitradurga
Karnataka,COORG,Kodagu
Karnataka,COORG (KODUGU),Kodagu
Karnataka,COORG / KODUGU,Kodagu
Karnataka,D. KANNADA,Dakshin Kannad
Karnataka,DAKSHIN KANNAD,Dakshin Kannad
Karnataka,DAKSHINA KANNAD,Dakshin Kannad
Karnataka,DAKSHINA KANNADA,Dakshin Kannad
Karnataka,DAKSHINA KANNARA,Dakshin Kannad
Karnataka,DAKSHINA KANNARA &,Dakshin Kannad
Karnataka,DAKSHINAKANNA,Dakshin Kannad
Karnataka,DAKSHINAKANNAD,Dakshin Kannad
Karnataka,DAKSHINAKANNADA,Dakshin Kannad
Karnataka,DAVANAGERE,Davanagere
Karnataka,DEVANAGRRE,Davanagere
Karnataka,DAVANGERE,Davanagere
Karnataka,DHARWAD,Dharwad
Karnataka,DHARWAD & GADAG &,Dharwad
Karnataka,DHARWAR,Dharwad
Karnataka,GADAG,Gadag
Karnataka,GAGAD,Gadag
Karnataka,GULBARGA,Gulbarga
Karnataka,HASSAN,Hassan
Karnataka,HAVERI,Haveri
Karnataka,KANARA,Kanara
Karnataka,KARNATAKA,Karnataka
Karnataka,KODAGU,Kodagu
Karnataka,KODAGU (COORG),Kodagu
Karnataka,KODAGU(COORG),Kodagu
Karnataka,KODAGUO OR COORG,Kodagu
Karnataka,KODUGU,Kodagu
Karnataka,KODUGU (COORG),Kodagu
Karnataka,KOLAR,Kolar
Karnataka,KOLAR + CHIKKABALAPURA,Kolar
Karnataka,KOPAL,Koppal
Karnataka,KOPPAL,Koppal
Karnataka,MANDYA,Mandya
Karnataka,MYSORE,Mysore
Karnataka,MYSORE & CHAMARAJA,Mysore
Karnataka,NORTH CANARA,Uttar Kannand
Karnataka,NORTH KANARA,Uttar Kannand
Karnataka,NORTH KANNADA,Uttar Kannand
Karnataka,RAICHUR,Raichur
Karnataka,RAICHUR & KOPPALA,Raichur
Karnataka,RAMANAGARA,Ramanagara
Karnataka,RAMANGARA,Ramanagara
Karnataka,SHIMOGA,Shimoga
Karnataka,SHIOMGA,Shimoga
Karnataka,SOUTH KANARA,Dakshin Kannad
Karnataka,SOUTH KANNADA,Dakshin Kannad
Karnataka,TOTAL,Total
Karnataka,TUMKUR,Tumkur
Karnataka,U. KANNADA,Uttar Kannand
Karnataka,UDIPPI,Udupi
Karnataka,UDUPI,Udupi
Karnataka,UTTARA KANNADA,Uttar Kannand
Karnataka,UTTAR KANNAD,Uttar Kannand
Karnataka,UTTARA KANNARA,Uttar Kannand
Karnataka,UTTARA KANNARA / NORRTH KANNARA,Uttar Kannand
Karnataka,UTTARAKANNADA,Uttar Kannand
Karnataka,YADGIR,Yadgir
Kerala,ALAPPUZHA,Alappuzha
Kerala,ALAPPUZHA / ALLEPEY,Alappuzha
Kerala,ALAPUZHA,Alappuzha
Kerala,ALLEPPEY,Alappuzha
Kerala,CANNANORE,Kannur
Kerala,EMAKULAM,Ernakulam
Kerala,ERANAKULAM,Ernakulam
Kerala,ERNAKULAM,Ernakulam
Kerala,IDDUKKI,Idukki
Kerala,IDIKKI,Idukki
Kerala,IDUKKI,Idukki
Kerala,KANNUR,Kannur
Kerala,KASARAGOD,Kasaragod
Kerala,KASARAGODE,Kasaragod
Kerala,KASARGOD,Kasaragod
Kerala,KERALA,Kerala
Kerala,KOLLAM,Kollam
Kerala,KOLLAM (QUILON),Kollam
Kerala,KOLLAM / QUILON,Kollam
Kerala,KOLLAM(QUILON),Kollam
Kerala,KOTTAYAM,Kottayam
Kerala,KOZHIKODE,Kozhikode
Kerala,KUTCH,Kachchh
Kerala,LAKHSADWEEP,Lakshadweep
Kerala,MALABAR,Malabar
Kerala,MALALPURAM,Malappuram
Kerala,MALAPPURAM,Malappuram
Kerala,MALAPURAM,Malappuram
Kerala,PALAGHAT,Palakkad
Kerala,PALAKKAD,Palakkad
Kerala,PALGHAT,Palakkad
Kerala,PATHANAMTHITA,Pattanamtitta
Kerala,PATHANAMTHITT,Pattanamtitta
Kerala,PATHANAMTHITTA,Pattanamtitta
Kerala,QUILON,Kollam
Kerala,QULION,Kollam
Kerala,SOUTH KANARA,Dakshin Kannad
Kerala,THIRUVANANTHAPURAM,Thiruvananthapuram
Kerala,THIRUVANTRUM,Thiruvananthapuram
Kerala,THRISSUR,Thrissur
Kerala,THRISUR,Thrissur
Kerala,TOTAL,Total
Kerala,TRICHUR,Thrissur
Kerala,TRISSUR,Thrissur
Kerala,TRIVANDRUM,Thiruvananthapuram
Kerala,WAYANAD,Wayanad
Kerala,WYNAD,Wayanad
Kerala/Karnataka,SOUTH CANARA,Dakshin Kannad
Lakshadweep,KAVARATTI,Lakshadweep
Lakshadweep,LAKHSHADWEEP,Lakshadweep
Lakshadweep,LAKSHADWEEP,Lakshadweep
Lakshadweep,"LOCCADIVI, MINICOY AMINDIVI ISLANDS",Lakshadweep
Lakshadweep,TOTAL,Total
Madhya Pradesh,AKOLA,Akola
Madhya Pradesh,ALIRAJPUR,Alirajpur
Madhya Pradesh,AMRAVATI,Amravati
Madhya Pradesh,ANUPPUR,Anuppur
Madhya Pradesh,ASHOK NAGAR,Ashoknagar
Madhya Pradesh,ASHOKNAGAR,Ashoknagar
Madhya Pradesh,BADWANI,Barwani
Madhya Pradesh,BAITUL,Betul
Madhya Pradesh,BALAGHAT,Balaghat
Madhya Pradesh,BALGHAT,Balaghat
Madhya Pradesh,BARWANI,Barwani
Madhya Pradesh,BASTAR,Bastar
Madhya Pradesh,BASTER,Bastar
Madhya Pradesh,BETUL,Betul
Madhya Pradesh,BHANDARA,Bhandara
Madhya Pradesh,BHANDRA,Bhandara
Madhya Pradesh,BHILSA,Vidisha
Madhya Pradesh,BHIND,Bhind
Madhya Pradesh,BHOPAL,Bhopal
Madhya Pradesh,BILASPUR,Bilaspur
Madhya Pradesh,BILASPUR (MP),Bilaspur
Madhya Pradesh,BULDANA,Buldana
Madhya Pradesh,BURHANPUR,Burhanpur
Madhya Pradesh,CHANDA,Chandrapur
Madhya Pradesh,CHATARPUR,Chhatarpur
Madhya Pradesh,CHATTURPUR,Chhatarpur
Madhya Pradesh,CHECK,NA
Madhya Pradesh,CHHATARPUR,Chhatarpur
Madhya Pradesh,CHHINDWARA,Chhindwara
Madhya Pradesh,CHINDWARA,Chhindwara
Madhya Pradesh,DAMOH,Damoh
Madhya Pradesh,DANTEWARA,Dantewada
Madhya Pradesh,DATIA,Datia
Madhya Pradesh,DEMOH,Damoh
Madhya Pradesh,DEVAS,Dewas
Madhya Pradesh,DEWAS,Dewas
Madhya Pradesh,DHAMTARI,Dhamtari
Madhya Pradesh,DHAR,Dhar
Madhya Pradesh,DINDORI,Dindori
Madhya Pradesh,DURG,Durg
Madhya Pradesh,DURG (DRUG),Durg
Madhya Pradesh,EAST,East Nimar
Madhya Pradesh,EAST NIMAR,East Nimar
Madhya Pradesh,EAST NIMAR (KHANDWA),East Nimar
Madhya Pradesh,EAST NIMAR / KHANDWA,East Nimar
Madhya Pradesh,EAST NIMAR(KHANDWA),East Nimar
Madhya Pradesh,GIRD,Gird
Madhya Pradesh,GUNA,Guna
Madhya Pradesh,GWALIOR,Gwalior
Madhya Pradesh,HARDA,Harda
Madhya Pradesh,HOSANGABAD,Hoshangabad
Madhya Pradesh,HOSHANGABAD,Hoshangabad
Madhya Pradesh,HOSNAGABAD,Hoshangabad
Madhya Pradesh,INDORE,Indore
Madhya Pradesh,JABALPORE,Jabalpur
Madhya Pradesh,JABALPUR,Jabalpur
Madhya Pradesh,JALABALPUR,Jabalpur
Madhya Pradesh,JANGIR,Janjgir-Champa
Madhya Pradesh,JASPUR,Jashpur
Madhya Pradesh,JHABUA,Jhabua
Madhya Pradesh,KANAKR,Kanker
Madhya Pradesh,KATANI,Katni
Madhya Pradesh,KATNI,Katni
Madhya Pradesh,KAWARDHA,Kawardha
Madhya Pradesh,KHANDBA,East Nimar
Madhya Pradesh,KHANDWA,East Nimar
Madhya Pradesh,KHARGON,West Nimar
Madhya Pradesh,KHARGONE,West Nimar
Madhya Pradesh,KORBA,Korba
Madhya Pradesh,KORIYA,Koriya
Madhya Pradesh,MADHYA PRADESH,Madhya Pradesh
Madhya Pradesh,MAHASMUND,Mahasamund
Madhya Pradesh,MANDLA,Mandla
Madhya Pradesh,MANDSAUR,Mandsaur
Madhya Pradesh,MORENA,Morena
Madhya Pradesh,NAGPUR,Nagpur
Madhya Pradesh,NARSIMHAPUR,Narsinghpur
Madhya Pradesh,NARSIMHAPUR / NARSINGHPUR,Narsinghpur
Madhya Pradesh,NARSIMHPUR,Narsinghpur
Madhya Pradesh,NARSIMPUR,Narsinghpur
Madhya Pradesh,NARSINGHPUR,Narsinghpur
Madhya Pradesh,NEEMUCH,Neemuch
Madhya Pradesh,NIMACH,Neemuch
Madhya Pradesh,NIMAR,Nimar
Madhya Pradesh,PANNA,Panna
Madhya Pradesh,RAIGARH,Raigarh
Madhya Pradesh,RAIPUR,Raipur
Madhya Pradesh,RAISEN,Raisen
Madhya Pradesh,RAJGARH,Rajgarh
Madhya Pradesh,RAJGARH(SAME NAME IN 234 PAGE),Rajgarh
Madhya Pradesh,RAJGARH(SAME NAME IN 282),Rajgarh
Madhya Pradesh,RAJNADGAON,Raj Nandgaon
Madhya Pradesh,RAJNAND-GAON,Raj Nandgaon
Madhya Pradesh,RAJNANDGAON,Raj Nandgaon
Madhya Pradesh,RATLAM,Ratlam
Madhya Pradesh,REVA,Rewa
Madhya Pradesh,REWA,Rewa
Madhya Pradesh,SAGAR,Sagar
Madhya Pradesh,SARGUJA,Surguja
Madhya Pradesh,SATNA,Satna
Madhya Pradesh,SEEDHI,Sidhi
Madhya Pradesh,SEHOR,Sehore
Madhya Pradesh,SEHORE,Sehore
Madhya Pradesh,SEONI,Seoni
Madhya Pradesh,SHAHDOH,Shahdol
Madhya Pradesh,SHAHDOL,Shahdol
Madhya Pradesh,SHAJAPUR,Shajapur
Madhya Pradesh,SHEOPUR,Sheopur
Madhya Pradesh,SHIVPURI,Shivpuri
Madhya Pradesh,SIDHI,Sidhi
Madhya Pradesh,SINGRAULI,Singrauli
Madhya Pradesh,SIVNI,Seoni
Madhya Pradesh,SURGUJA,Surguja
Madhya Pradesh,TEEKAMGARH,Tikamgarh
Madhya Pradesh,TIKAMGARH,Tikamgarh
Madhya Pradesh,TOTAL,Total
Madhya Pradesh,UJJAIN,Ujjain
Madhya Pradesh,UMARIA,Umaria
Madhya Pradesh,UMARIYA,Umaria
Madhya Pradesh,VEDESHA,Vidisha
Madhya Pradesh,VIDISHA,Vidisha
Madhya Pradesh,WARDHA,Wardha
Madhya Pradesh,WEST NIMAR,West Nimar
Madhya Pradesh,WEST NIMAR (KHARGAON),West Nimar
Madhya Pradesh,WEST NIMAR / KHARGONE,West Nimar
Madhya Pradesh,WEST NIMAR(KHARGONE),West Nimar
Madhya Pradesh,WESTNIMAR (KHAR),West Nimar
Madhya Pradesh,WESTNIMAR (KHARGONE),West Nimar
Madhya Pradesh,YEOTMAL,Yavatmal
Madras,CHIMGLEPUT,Chengalpattu
Madras,CHINGLEPUT,Chengalpattu
Madras,COIMBATORE,Coimbatore
Madras,KANYAKUMARI,Kanniyakumari
Madras,MADRAS,Chennai
Madras,MADURAI,Madurai
Madras,MALABAR,Malabar
Madras,NILGIRI,Nilgiris
Madras,NILGIRIS,Nilgiris
Madras,NORTH ARCOT,North Arcot
Madras,NORTH ARCOT ,North Arcot
Madras,RAMANATHAPURAM,Ramanathapuram
Madras,RAMNATHAPURAM,Ramanathapuram
Madras,SALEM,Salem
Madras,SOUTH ARCOT,South Arcot
Madras,SOUTH KANARA,Dakshin Kannad
Madras,TANJORE,Tanjore
Madras,THANJAVUR,Thanjavur
Madras,TIRUCHIRAPALI,Tiruchchirappalli
Madras,TIRUCHIRAPALLI,Tiruchchirappalli
Madras,TIRUCHIRPALI,Tiruchchirappalli
Madras,TIRUNELVELI,Tirunelveli Kattabo
Maharashtra,AHMADNAGAR,Ahmednagar
Maharashtra,AHMEDNAGAR,Ahmednagar
Maharashtra,AKOLA,Akola
Maharashtra,AMARAVATI,Amravati
Maharashtra,AMARAWATI,Amravati
Maharashtra,AMRAOTI,Amravati
Maharashtra,AMRAVATI,Amravati
Maharashtra,AURAGABAD,Aurangabad
Maharashtra,AURANGABAD,Aurangabad
Maharashtra,BANDHARA,Bhandara
Maharashtra,BEED,Bid
Maharashtra,BEED / BID,Bid
Maharashtra,BHANDARA,Bhandara
Maharashtra,BHIR,Bid
Maharashtra,BID,Bid
Maharashtra,BIR,Bid
Maharashtra,BOMBAY,Mumbai city
Maharashtra,BOMBAY SUBURBAN,Mumbai Suburban
Maharashtra,BULDANA,Buldana
Maharashtra,BULDHANA,Buldana
Maharashtra,CHANDA,Chandrapur
Maharashtra,CHANDRAPUR,Chandrapur
Maharashtra,CHECK,NA
Maharashtra,DHULE,Dhule
Maharashtra,DHULIA,Dhule
Maharashtra,EAST KHANDESH,Jalgaon
Maharashtra,GADCHIROLI,Garhchiroli
Maharashtra,GEDCHIROLI,Garhchiroli
Maharashtra,GONDIA,Gondiya
Maharashtra,GONDIYA,Gondiya
Maharashtra,GREATER BOMBAY,Greater Bombay
Maharashtra,HINGOLI,Hingoli
Maharashtra,JALAGAON,Jalgaon
Maharashtra,JALGAON,Jalgaon
Maharashtra,JALNA,Jalna
Maharashtra,KOLABA,Raigarh
Maharashtra,KOLABA(RAIGAD),Raigarh
Maharashtra,KOLHAPUR,Kolhapur
Maharashtra,LATUR,Latur
Maharashtra,MAHARASHTRA,Maharashtra
Maharashtra,MUMBAI,Mumbai city
Maharashtra,MUMBAI SUB,Mumbai Suburban
Maharashtra,MUMBAI SUBURBAN,Mumbai Suburban
Maharashtra,NAGPUR,Nagpur
Maharashtra,NANDED,Nanded
Maharashtra,NANDER,Nanded
Maharashtra,NANDURBAR,Nandurbar
Maharashtra,NASHIK,Nashik
Maharashtra,NASIK,Nashik
Maharashtra,OSMANABAD,Osmanabad
Maharashtra,PALGHAR,Palghar
Maharashtra,PARBHANI,Parbhani
Maharashtra,POONA,Pune
Maharashtra,PUNA,Pune
Maharashtra,PUNE,Pune
Maharashtra,RAIGAD,Raigarh
Maharashtra,RAIGAD (KOLABA),Raigarh
Maharashtra,RAIGAD(KOLABA),Raigarh
Maharashtra,RAIGARH,Raigarh
Maharashtra,RAIGHAR,Raigarh
Maharashtra,RATNAGIRI,Ratnagiri
Maharashtra,SANGLI,Sangli
Maharashtra,SATARA,Satara
Maharashtra,SATARA NORTH,Satara North
Maharashtra,SATARA SOUTH,Satara South
Maharashtra,SHOLAPUR,Solapur
Maharashtra,SIDHUDURG,Sindhudurg
Maharashtra,SINDHUDURG,Sindhudurg
Maharashtra,SINDHUDURGA,Sindhudurg
Maharashtra,SOLAPUR,Solapur
Maharashtra,THANA,Thane
Maharashtra,THANE,Thane
Maharashtra,TOTAL,Total
Maharashtra,WARDHA,Wardha
Maharashtra,WASHIM,Washim
Maharashtra,WEST KHANDESH,Dhule
Maharashtra,YAVATMAL,Yavatmal
Maharashtra,YEOTMAL,Yavatmal
Maharashtra,YEVATMAL,Yavatmal
Maharashtra and Gujarat,AHMEDABAD,Ahmadabad
Maharashtra and Gujarat,AHMEDNAGAR,Ahmednagar
Maharashtra and Gujarat,AKOLA,Akola
Maharashtra and Gujarat,AMRAOTI,Amravati
Maharashtra and Gujarat,AMRELI,Amreli
Maharashtra and Gujarat,AURANGABAD,Aurangabad
Maharashtra and Gujarat,BANASKANATH,Banas Kantha
Maharashtra and Gujarat,BARODA,Vadodara
Maharashtra and Gujarat,BHANDARA,Bhandara
Maharashtra and Gujarat,BHIR,Bid
Maharashtra and Gujarat,BOMBAY SUBURBAN,Mumbai Suburban
Maharashtra and Gujarat,BROACH,Bharuch
Maharashtra and Gujarat,BULDANA,Buldana
Maharashtra and Gujarat,CHANDA,Chandrapur
Maharashtra and Gujarat,EAST KHANDESH,Jalgaon
Maharashtra and Gujarat,GOHELWAD,Gohilwad
Maharashtra and Gujarat,HALAR,Halar
Maharashtra and Gujarat,JHALAWAR,Jhalawar
Maharashtra and Gujarat,KAIRA,Kheda
Maharashtra and Gujarat,KOLABA,Raigarh
Maharashtra and Gujarat,KOLHAPUR,Kolhapur
Maharashtra and Gujarat,KUTCH,Kachchh
Maharashtra and Gujarat,MADHYA SAURASHTRA,Madhya Saurashtra
Maharashtra and Gujarat,MEHSANA,Mahesana
Maharashtra and Gujarat,NAGPUR,Nagpur
Maharashtra and Gujarat,NANDED,Nanded
Maharashtra and Gujarat,NASIK,Nashik
Maharashtra and Gujarat,NORTH SATARA,Satara North
Maharashtra and Gujarat,OSMANABAD,Osmanabad
Maharashtra and Gujarat,PANCH MAHALS,Panch Mahals
Maharashtra and Gujarat,PARBHANI,Parbhani
Maharashtra and Gujarat,POONA,Pune
Maharashtra and Gujarat,RATNAGIRI,Ratnagiri
Maharashtra and Gujarat,SABARKANTHA,Sabar Kantha
Maharashtra and Gujarat,SHOLAPUR,Solapur
Maharashtra and Gujarat,SORATH,Sorath
Maharashtra and Gujarat,SOUTH SATARA,Satara South
Maharashtra and Gujarat,SURAT,Surat
Maharashtra and Gujarat,THANA,Thane
Maharashtra and Gujarat,THE DANGS,The Dangs
Maharashtra and Gujarat,WARDHA,Wardha
Maharashtra and Gujarat,WEST KHANDESH,Dhule
Maharashtra and Gujarat,YEOTMAL,Yavatmal
Manipur,BISHENPUR,Bishnupur
Manipur,BISHNUPUR,Bishnupur
Manipur,CHANDEL,Chandel
Manipur,CHECK,NA
Manipur,CHENDAL,Chandel
Manipur,CHURACHANDPUR,Churachandpur
Manipur,IMPHAL,Imphal
Manipur,IMPHAL EAST,East Imphal
Manipur,IMPHAL WEST,West Imphal
Manipur,MANIPUR,Manipur
Manipur,SENAPATI,Senapati
Manipur,TAMENGLONG,Tamenglong
Manipur,TAMENLONG,Tamenglong
Manipur,THOUBAL,Thoubal
Manipur,TOTAL,Total
Manipur,UKHRUL,Ukhrul
Meghalaya,CHECK,NA
Meghalaya,EAST GARGO HILLS,East Garo Hills
Meghalaya,EAST GARO HILLS,East Garo Hills
Meghalaya,EAST KHASI HILLS,East Khasi Hills
Meghalaya,GARO HILLS,Garo Hills
Meghalaya,EAST JAINTIA HILLS,East Jaintia Hills
Meghalaya,JAINTIA HILLS,Jaintia Hills
Meghalaya,JAINTIA HILLS ,Jaintia Hills
Meghalaya,K. AND J. HILLS,Khasi and Jaintia Hills
Meghalaya,MEGHALAYA,Meghalaya
Meghalaya,MEGHALAYA ,Meghalaya
Meghalaya,RI BHOI,Ri-Bhoi
Meghalaya,RI BHOI DISTRICT,Ri-Bhoi
Meghalaya,RI-BHOI,Ri-Bhoi
Meghalaya,RI-BHOI DISTRICT,Ri-Bhoi
Meghalaya,RIBHOI,Ri-Bhoi
Meghalaya,SOUTH GARO,South Garo Hills
Meghalaya,SOUTH GARO HILLS,South Garo Hills
Meghalaya,TOTAL,Total
Meghalaya,WEST GAGRO HILLS,West Garo Hills
Meghalaya,WEST GARO HILLS,West Garo Hills
Meghalaya,WEST KHASI HILLS,West Khasi Hills
Mizoram,AIZAWL,Aizawl
Mizoram,AIZAWL  (WEST),Aizawl (West)
Mizoram,AIZAWL (EAST),Aizawl (East)
Mizoram,AIZAWL (WEST),Aizawl (West)
Mizoram,AIZWAL,Aizawl
Mizoram,AIZWAL (EAST),Aizawl (East)
Mizoram,AIZWAL (WEST),Aizawl (West)
Mizoram,CHAMPHAI,Champhai
Mizoram,CHHIMTUIPUI,Chhimtuipui
Mizoram,KOLASIB,Kolasib
Mizoram,LAWANGTLAI,Lawngtlai
Mizoram,LAWNGTLAI,Lawngtlai
Mizoram,LUNGLEI,Lunglei
Mizoram,MAMIT,Mamit
Mizoram,MIZO,Lushai Hills
Mizoram,MIZORAM,Mizoram
Mizoram,SAIHA,Saiha
Mizoram,SERCHHIP,Serchhip
Mizoram,TOTAL,Total
Mysore,BANGALORE,Bangalore
Mysore,BELGAUM,Belgaum
Mysore,BELLARY,Bellary
Mysore,BIDAR,Bidar
Mysore,BIJAPUR,Bijapur
Mysore,CHICKMAGULAR,Chikmagalur
Mysore,CHIMAGALUR,Chikmagalur
Mysore,CHINKMAGALUR,Chikmagalur
Mysore,CHITALDRUG,Chitradurga
Mysore,CHITRADURG,Chitradurga
Mysore,COORG,Kodagu
Mysore,DHARWAR,Dharwad
Mysore,GULBARGA,Gulbarga
Mysore,HASSAN,Hassan
Mysore,KOLAR,Kolar
Mysore,MANDYA,Mandya
Mysore,MYSORE,Mysore
Mysore,NORTH KANARA,Uttar Kannand
Mysore,RAICHUR,Raichur
Mysore,SHIMOGA,Shimoga
Mysore,SOUTH KANARA,Dakshin Kannad
Mysore,TUMKUR,Tumkur
Nagaland,CHECK,NA
Nagaland,DIMAPUR,Dimapur
Nagaland,FRI,NA
Nagaland,KIPHIRE,Kiphire
Nagaland,KOHIMA,Kohima
Nagaland,LONGLENG,Longleng
Nagaland,LUNHELEOTO,NA
Nagaland,MOKO CHUNG,Mokokchung
Nagaland,MOKOKCHUNG,Mokokchung
Nagaland,MON,Mon
Nagaland,NAGALAND,Nagaland
Nagaland,PEREN,Peren
Nagaland,PHEK,Phek
Nagaland,SAT,NA
Nagaland,SUN,NA
Nagaland,THENSAN,Tuensang
Nagaland,THU,NA
Nagaland,THUENSANG,Tuensang
Nagaland,TOTAL,Total
Nagaland,TUE,NA
Nagaland,TUENSANG,Tuensang
Nagaland,WED,NA
Nagaland,WOKHA,Wokha
Nagaland,ZUNHEBOTO,Zunheboto
Odisha,BALANGIR,Bolangir
Odisha,BALASORE,Baleshwar
Odisha,BALASORE (BALESHWAR),Baleshwar
Odisha,BALESHWAR,Baleshwar
Odisha,BALONGIR,Bolangir
Odisha,BOLANGIR,Bolangir
Odisha,CUTTACK,Cuttack
Odisha,DHENKANAL,Dhenkanal
Odisha,GANJAM,Ganjam
Odisha,KALAHANDI,Kalahandi
Odisha,KEONJHAR,Keonjhar
Odisha,KORAPUR,Koraput
Odisha,KORAPUT,Koraput
Odisha,MAYURBHANJ,Mayurbhanj
Odisha,PHULBANI,Kandhamal
Odisha,PHULBANI (KANDHAMAL),Kandhamal
Odisha,PURI,Puri
Odisha,SAMBALPUR,Sambalpur
Odisha,SUNDARGARH,Sundargarh
Odisha,SUNDERGARH,Sundargarh
Orissa,ANGUL,Angul
Orissa,ANGUL / ANUGUL,Angul
Orissa,ANUGUL,Angul
Orissa,BALANGIR,Bolangir
Orissa,BALASORE,Baleshwar
Orissa,BALASORE (BALESHWAR),Baleshwar
Orissa,BALASORE / BALESHWAR,Baleshwar
Orissa,BALESHWAR,Baleshwar
Orissa,BALONGIR,Bolangir
Orissa,BARAGARH,Baragarh
Orissa,BARGARH,Baragarh
Orissa,BAUDH,Boudh
Orissa,BAUDH PHULBANI,Phulbani
Orissa,BHADRAK,Bhadrak
Orissa,BOLANGIR,Bolangir
Orissa,BOUDH,Boudh
Orissa,BURAGARH,Baragarh
Orissa,CHECK,NA
Orissa,CUTTACK,Cuttack
Orissa,DEBAGARH,Deogarh
Orissa,DEOGARH,Deogarh
Orissa,DEOGARH / DEBAGARH,Deogarh
Orissa,DHANKANAL,Dhenkanal
Orissa,DHENKANAL,Dhenkanal
Orissa,GAAJAM,Ganjam
Orissa,GAJAPATI,Gajapati
Orissa,GAJAPATTI,Gajapati
Orissa,GANJAM,Ganjam
Orissa,GANJANM,Ganjam
Orissa,JAGATSINGHAPUR,Jagatsinghpur
Orissa,JAGATSINGHPUR,Jagatsinghpur
Orissa,JAGATSINGPUR,Jagatsinghpur
Orissa,JAJAPUR,Jajpur
Orissa,JAJPUR,Jajpur
Orissa,JHARSUGDA,Jharsuguda
Orissa,JHARSUGUDA,Jharsuguda
Orissa,KALAHANDI,Kalahandi
Orissa,KANDHAMAL,Kandhamal
Orissa,KANDHAMAL (PHULBANI),Kandhamal
Orissa,KEDRAPARA,Kendrapara
Orissa,KENDRAPARA,Kendrapara
Orissa,KENDUJHAR,Keonjhar
Orissa,KEONJHA,Keonjhar
Orissa,KEONJHAR,Keonjhar
Orissa,KEONJIHAR,Keonjhar
Orissa,KHORDHA,Khordha
Orissa,KHURDA,Khordha
Orissa,KORAPUR,Koraput
Orissa,KORAPUT,Koraput
Orissa,MALKANAGIRI,Malkangiri
Orissa,MALKANGIRI,Malkangiri
Orissa,MAYURBHANJ,Mayurbhanj
Orissa,MAYURBHANJA,Mayurbhanj
Orissa,MAYYUBHANJ,Mayurbhanj
Orissa,NABARANGAPUR,Nabarangpur
Orissa,NABARANGPUR,Nabarangpur
Orissa,NAWAPARA,Nuapada
Orissa,NAWARANGAPUR,Nabarangpur
Orissa,NAWORANGPUR,Nabarangpur
Orissa,NAYAGARH,Nayagarh
Orissa,NOWRANGPUR,Nabarangpur
Orissa,NUAPADA,Nuapada
Orissa,ODISHA,Orissa
Orissa,ORISSA,Orissa
Orissa,PHULBANI,Phulbani
Orissa,PHULBANI (KANDHAMAL),Phulbani
Orissa,PHULBHANI,Phulbani
Orissa,PURI,Puri
Orissa,RAYAGADA,Rayagada
Orissa,SAMBALPUR,Sambalpur
Orissa,SMBHALPUR,Sambalpur
